Satellite,Benchmark Latitude,Benchmark Longitude,Benchmark Altitude,Predicted Latitude,Predicted Longitude,Predicted Altitude,Error
Satellite 573,1645.1633,-4496.0825,-5000.6606,1793.877,-4517.763,-4998.21,150.30568
Satellite 574,-3951.3552,3854.2747,4159.267,-3858.8396,3812.6782,4121.791,108.13815
Satellite 575,155.056,6152.9683,3146.3362,178.82216,6128.318,3163.062,38.108078
Satellite 576,-5273.4116,3557.918,-2192.0715,-5346.0273,3559.2966,-2167.6123,76.63679
Satellite 577,96.557625,-4610.941,-5170.3237,239.37724,-4624.6426,-5246.8613,162.6136
Satellite 578,42074.473,-2860.7622,157.79553,41981.176,-2861.5906,136.1061,95.78844
Satellite 579,642.54663,-6824.2393,77.96079,843.0796,-6748.408,92.5425,214.88704
Satellite 580,-477.09018,5536.893,-3815.2253,-491.39307,5485.8237,-3805.9736,53.83534
Satellite 581,5076.8022,-4634.3633,446.6993,5067.433,-4574.44,470.80423,65.26588
Satellite 582,-6248.101,2815.7234,427.72363,-6262.967,2762.6018,383.75613,70.541
Satellite 583,5735.5312,3564.3953,-3475.4106,5656.725,3658.0474,-3540.4958,138.62614
Satellite 584,-5221.8237,4319.946,-1403.9004,-5336.0073,4280.2744,-1284.5967,169.83841
Satellite 585,2596.5042,5726.7637,2639.9802,2425.342,5740.255,2690.1592,178.8754
Satellite 586,35849.625,21412.686,-280.19568,35807.508,21075.428,-315.21225,341.67654
Satellite 587,-2990.3528,6149.5864,-480.5456,-3024.6562,6133.6694,-453.9289,46.244213
Satellite 588,-17269.277,10950.887,-15342.096,-17199.695,10997.516,-15282.106,103.027306
Satellite 589,2542.336,5404.2773,3104.7021,2431.5789,5292.3716,3050.911,166.38368
Satellite 590,760.2885,-4988.1245,-4658.3813,851.7164,-5060.4604,-4619.3154,122.954
Satellite 591,-6774.021,1536.3976,86.36018,-6759.295,1470.6259,122.975174,76.70356
Satellite 592,4404.7563,4989.0176,1019.58575,4436.5303,4875.1606,1038.0837,119.64597
Satellite 593,3808.8904,-4743.1924,-3371.182,3752.0095,-4874.856,-3406.921,147.81071
Satellite 594,-5684.3677,-1554.9316,3490.6235,-5655.735,-1466.7086,3453.3015,99.98036
Satellite 595,605.19025,1664.7122,-7370.3135,822.47906,1508.9736,-7368.2964,267.34433
Satellite 596,2672.2495,4535.41,4196.652,2851.709,4543.4814,4231.731,183.03386
Satellite 597,-1853.7291,2913.948,-6331.045,-1888.3824,2897.1704,-6271.9995,70.489006
Satellite 598,-6253.6763,-2173.6326,1223.7825,-6278.8164,-2110.2288,1275.5474,85.62519
Satellite 599,-2189.8926,5125.722,4088.8906,-2057.4922,5113.758,4059.7153,136.10367
Satellite 600,-1604.6432,-6007.441,2872.0894,-1395.2532,-6016.6885,2944.6672,221.80452
Satellite 601,3358.652,2392.5503,5636.239,3341.4734,2475.9873,5571.6646,106.895615
Satellite 602,-3794.7517,1517.6187,5445.6157,-3811.7026,1468.5885,5433.0024,53.388996
Satellite 603,1689.0061,-6195.6206,-2403.4116,1793.877,-6190.9194,-2366.8274,111.16835
Satellite 604,-5613.3843,-580.97864,4000.2017,-5597.9243,-555.9793,4025.269,38.63095
Satellite 605,-3836.9724,5106.455,2660.1323,-3845.4907,5113.997,2690.1592,32.11005
Satellite 606,949.9361,6455.607,-2078.7507,872.4641,6446.6636,-2159.7908,112.46946
Satellite 607,1290.8457,4993.9385,4629.284,1208.9949,4917.387,4615.811,112.87684
Satellite 608,-2902.514,4215.13,-4379.097,-2845.9224,4178.7915,-4368.0454,68.15587
Satellite 609,-2811.3438,1315.5477,6637.399,-2824.8608,1407.9818,6629.053,93.78924
Satellite 610,-1598.4257,5549.5566,-3816.466,-1455.8083,5621.062,-3848.0166,162.62888
Satellite 611,-32463.854,26910.645,895.7672,-32473.629,26863.816,944.0534,67.9705
Satellite 612,-4704.2993,2543.5835,4295.4707,-4789.3057,2522.5415,4267.5786,91.90655
Satellite 613,3387.4014,-2308.9688,5468.0093,3386.2637,-2392.1328,5433.0024,90.23876
Satellite 614,-269.36584,5154.1943,4595.906,-491.39307,5140.2793,4621.5127,223.93175
Satellite 615,1534.427,975.4976,-6661.8315,1754.5815,1038.605,-6682.676,229.96748
Satellite 616,739.62006,-6641.382,1356.4563,819.7135,-6676.179,1348.1018,87.72465
Satellite 617,4199.8696,-3239.369,4461.3306,4056.5166,-3206.257,4444.427,148.0953
Satellite 618,-2045.4126,4569.58,4837.996,-2004.2814,4548.308,4813.2783,52.490406
Satellite 619,3191.2727,5681.357,4265.5464,3256.4827,5620.32,4230.4487,95.96725
Satellite 620,-2151.385,-4465.992,4772.5474,-2023.7747,-4470.481,4714.451,140.28442
Satellite 621,1113.7374,4848.7017,4799.819,1041.4995,4807.1567,4813.2783,84.41241
Satellite 622,549.966,4492.433,-5184.0117,830.4926,4468.515,-5195.4727,281.7776
Satellite 623,-5546.4155,-3954.6992,331.65973,-5525.7803,-3916.6042,319.02353,45.12997
Satellite 624,6144.662,1426.3384,-2428.0637,6138.837,1485.0647,-2436.2983,59.586258
Satellite 625,-4393.1704,-458.1108,5078.448,-4410.5737,-530.32904,5015.246,97.53389
Satellite 626,260.115,-2855.5676,6443.1323,198.08025,-2918.2937,6430.3203,89.14605
Satellite 627,-4440.0586,-4850.6714,-2150.6365,-4422.836,-4696.707,-2167.6123,155.85193
Satellite 628,-260.00467,4145.047,5439.789,-483.00916,4187.5034,5433.0024,227.11147
Satellite 629,3694.4958,2191.743,-5195.8413,3735.3398,2203.6902,-5217.6,47.795544
Satellite 630,3621.9714,5722.534,1422.5079,3696.1494,5740.255,1486.3046,99.43041
Satellite 631,-5537.835,-513.2412,4103.8438,-5518.049,-555.9793,4043.6594,76.421135
Satellite 632,-3764.832,-5803.792,205.79523,-3780.0376,-5795.7554,194.16428,20.762358
Satellite 633,-1240.7777,-5239.2075,5316.2793,-1176.5723,-5212.213,5337.9087,72.93065
Satellite 634,-277.4991,-1382.1141,-7101.0835,-499.46527,-1535.8457,-7069.294,271.86935
Satellite 635,-3685.4016,1667.047,-5394.235,-3811.7026,1683.3545,-5384.5273,127.71891
Satellite 636,98463.18,-948.4301,12555.007,97895.516,-1024.7195,12525.164,573.5444
Satellite 637,-1144.9055,6464.3115,3349.3462,-1180.0435,6571.403,3384.1638,117.963936
Satellite 638,2413.5593,-2558.6287,-6028.0273,2475.6401,-2568.6506,-5936.888,110.72856
Satellite 639,-4415.2227,4599.6685,2161.7224,-4434.154,4486.957,2148.0764,115.10198
Satellite 640,773.849,6309.066,-2634.4827,824.2558,6276.586,-2650.7212,62.12475
Satellite 641,-5585.8677,-1823.4895,3943.9346,-5593.069,-1758.5627,3915.6875,71.17049
Satellite 642,-392.70868,6214.1016,2779.2312,-497.62988,6210.726,2786.0793,105.19862
Satellite 643,600.9419,6604.7495,-2044.74,782.52454,6559.8384,-2011.5093,189.98302
Satellite 644,3210.904,6083.6196,156.6267,3274.2388,6055.52,194.16428,78.8032
Satellite 645,-2963.473,3817.7263,4683.7646,-2949.3647,3812.6782,4690.285,16.341368
Satellite 646,-37374.46,19535.975,-137.24077,-37292.836,20107.006,-186.72627,578.95435
Satellite 647,4477.4443,-1970.1088,-4808.4854,4457.2275,-1984.4637,-4835.0376,36.329136
Satellite 648,-4948.5557,659.8542,-4652.435,-4920.8315,656.9799,-4619.3154,43.287388
Satellite 649,353.9499,1387.7706,-6730.8965,239.37724,1407.9818,-6703.715,119.47479
Satellite 650,-41831.39,-5405.023,187.41318,-41641.824,-5525.943,136.1061,230.62842
Satellite 651,3688.9543,-5540.2466,1504.2998,3621.9302,-5546.793,1416.833,110.388115
Satellite 652,1406.2423,6650.213,1371.0542,1217.3862,6589.9834,1421.5718,204.56354
Satellite 653,-163.81458,-1941.4005,6670.8447,198.08025,-1874.4473,6629.053,370.40134
Satellite 654,-1577.6348,4750.015,4497.634,-1449.5715,4840.404,4476.8135,158.12587
Satellite 655,5799.7085,-3381.9443,22.220436,5807.778,-3415.9426,94.88579,80.63034
Satellite 656,-40130.61,12940.614,1187.4626,-39739.914,12914.748,1232.3193,394.1117
Satellite 657,-1072.8156,4018.204,5524.5723,-1199.1405,3838.6545,5540.823,220.13663
Satellite 658,-5562.7344,908.21484,-3913.3442,-5542.3687,991.8411,-3832.996,117.74524
Satellite 659,-290.63358,-42155.555,-152.43327,-424.54395,-42022.777,-186.72627,191.67113
Satellite 660,1269.8087,1075.3286,6623.453,1288.7313,1088.7006,6604.8193,29.733686
Satellite 661,-3555.4146,-2157.165,-5535.2646,-3508.9653,-2110.2288,-5490.098,80.00349
Satellite 662,-3435.2825,3052.8372,5035.4443,-3285.7805,3048.5344,4991.0303,156.01909
Satellite 663,1012.4372,6264.0728,-2805.6572,1035.2627,6246.822,-2843.4067,47.36692
Satellite 664,4513.005,-2687.95,-4519.498,4457.2275,-2734.4185,-4464.051,91.35006
Satellite 665,-3677.0664,5646.3364,1296.5348,-3559.8884,5665.8,1275.5474,120.62327
Satellite 666,-4236.1816,-3269.662,-4234.768,-4219.728,-3279.871,-4197.3145,42.162994
Satellite 667,-3301.8225,-2460.5237,5464.5903,-3189.5588,-2514.1748,5433.0024,128.372
Satellite 668,-3002.8997,-31897.393,22624.723,-3006.7422,-31889.951,22352.002,272.84927
Satellite 669,-5095.7627,251.97943,4686.137,-5091.869,303.35913,4679.2007,51.99181
Satellite 670,822.2068,2816.5037,-6988.7437,822.47906,2820.5325,-7000.7437,12.661179
Satellite 671,-6511.506,1019.4121,2172.9316,-6455.687,991.5954,2143.3376,69.03128
Satellite 672,75.55917,-4126.4365,5474.322,216.01105,-4175.127,5408.2285,162.68314
Satellite 673,2380.3013,4501.5034,4564.5303,2414.9092,4537.2456,4600.099,61.158436
Satellite 674,-4686.576,3122.745,4018.8123,-4776.7104,3176.4426,4025.269,105.115654
Satellite 675,1663.9818,-4265.3105,-5105.9995,1793.877,-4175.127,-5051.652,167.21094
Satellite 676,2557.912,-4611.703,4477.6465,2491.392,-4519.134,4426.1387,125.088165
Satellite 677,-5310.423,-4227.783,-960.6713,-5319.419,-4203.8037,-916.3308,51.205734
Satellite 678,3362.8218,-3390.8179,-5011.8735,3381.6145,-3370.994,-4998.21,30.54259
Satellite 679,87.35225,4663.0073,-5118.1777,185.05896,4778.4746,-5051.652,165.24222
Satellite 680,-3174.9155,-2884.0513,5416.8916,-3189.5588,-2981.8784,5401.642,100.085594
Satellite 681,-566.60815,-6785.1274,1191.9409,-548.6836,-6730.6978,1110.6382,99.468666
Satellite 682,-501.73224,4914.903,-4899.762,-483.47397,4875.1606,-4976.0825,87.96361
Satellite 683,5818.871,-987.22156,-3492.4014,5815.209,-1036.4819,-3406.921,98.72642
Satellite 684,2912.9739,-2953.4785,-5541.887,2899.4395,-2918.2937,-5490.098,64.05669
Satellite 685,-33.618176,5982.0415,3499.3184,178.82216,6003.8696,3462.8647,216.64772
Satellite 686,4233.2583,-4704.2456,2640.5276,4312.9907,-4644.7065,2628.0852,100.284454
Satellite 687,-14784.224,-19224.672,13889.47,-14806.579,-18991.627,13845.05,238.29149
Satellite 688,-6090.6924,-3348.9392,-3.5449615,-6117.6885,-3279.871,-22.025728,76.42468
Satellite 689,886.2575,6631.99,-1835.6954,830.73285,6626.1016,-1791.9723,70.918106
Satellite 690,-3505.6833,-4945.302,-3786.6216,-3508.9653,-4739.0903,-3823.6062,209.52753
Satellite 691,5867.3057,1006.36255,-3598.3184,5820.9443,1029.2095,-3612.6953,53.647476
Satellite 692,4444.836,-4240.7266,-2980.8564,4479.2993,-4175.127,-3044.531,97.70098
Satellite 693,-5048.2603,1682.349,-4140.221,-5083.2944,1683.3545,-4178.386,51.816746
Satellite 694,-3522.9055,3919.8499,4501.4355,-3458.5327,3815.9849,4455.4,130.57977
Satellite 695,3201.2908,4709.537,3950.4841,3247.6965,4803.2754,3986.2305,110.53579
Satellite 696,5606.183,-3935.6624,1049.3997,5646.5903,-3941.7056,1038.0837,42.394745
Satellite 697,5186.816,-2920.2605,-4706.1016,5210.845,-2984.3726,-4737.4014,75.28241
Satellite 698,1690.8774,6550.5947,-1450.8834,1733.3218,6511.793,-1449.1564,57.533302
Satellite 699,3694.4583,4509.4673,3658.8384,3762.1995,4537.2456,3674.9272,74.96238
Satellite 700,-695.89844,967.8978,6782.8423,-606.5375,932.74286,6771.907,96.64796
Satellite 701,-29284.883,-30018.787,-246.09361,-29180.639,-29699.934,-315.21225,342.5081
Satellite 702,-3072.683,2265.102,-5818.3,-3038.3928,2218.9263,-5915.6797,113.09672
Satellite 703,-2706.1921,-5765.388,-4140.4834,-2794.44,-5733.749,-4180.6895,102.00607
Satellite 704,711.20386,-4640.413,-5098.0474,843.0796,-4693.7793,-5051.652,149.63858
Satellite 705,1143.2103,1235.9279,-7039.6875,1095.8179,1222.0995,-7010.165,57.522556
Satellite 706,-1036.9537,-6752.5293,-1104.3586,-1153.206,-6732.832,-1099.0608,118.02818
Satellite 707,3353.1816,5916.7915,859.2044,3335.2366,5917.715,848.1977,21.07192
Satellite 708,-854.4737,-741.5834,-6851.8823,-713.5771,-702.8147,-6828.9507,147.92134
Satellite 709,-41137.746,-9301.791,242.44475,-40872.7,-8961.935,237.72786,431.01566
Satellite 710,2908.388,-4225.947,-4565.9346,2899.4395,-4181.363,-4602.775,58.523647
Satellite 711,2027.5933,5365.285,-3907.0205,1884.6042,5293.8677,-3823.6062,180.28938
Satellite 712,-2984.171,-5944.933,1694.2823,-2987.4675,-5920.8857,1760.3552,70.390114
Satellite 713,-1440.6812,7217.912,539.3584,-1365.955,7195.1865,490.03592,92.37513
Satellite 714,4945.0913,4725.1377,316.06253,4943.081,4803.2754,319.02353,78.21961
Satellite 715,934.1608,4984.621,4725.1313,999.94037,4917.387,4703.3667,96.545555
Satellite 716,2937.245,4244.276,4624.5596,2889.7634,4261.598,4615.811,51.29433
Satellite 717,4846.5127,5515.414,1842.8036,4777.253,5531.3037,1777.4872,96.51751
Satellite 718,421.35236,5073.033,-4413.3784,185.05896,5134.907,-4393.4023,245.07552
Satellite 719,650.2958,5189.4487,-4561.476,774.13324,5103.858,-4632.036,166.2535
Satellite 720,6610.431,-819.91095,1607.0509,6593.194,-804.0945,1683.062,79.5297
Satellite 721,1942.2638,3514.425,5742.614,1884.6042,3506.649,5759.6333,60.619766
Satellite 722,1534.7296,6623.2554,-1321.4604,1733.3218,6589.9834,-1215.1251,227.7127
Satellite 723,503.16425,-1018.00635,-7108.8545,780.68915,-1023.03143,-7101.7173,277.66214
Satellite 724,6056.5273,2262.663,-4354.962,5998.5254,2237.396,-4321.151,71.7345
Satellite 725,-1808.0511,-6029.546,2699.484,-1865.0162,-6025.7734,2690.1592,57.846375
Satellite 726,4918.834,4766.0894,730.74396,4980.1406,4818.334,770.90466,90.00493
Satellite 727,-652.9458,3552.8943,-5947.3955,-611.07404,3556.6812,-5932.053,44.754562
Satellite 728,5039.0254,3043.1575,-3501.163,5009.641,3150.5842,-3404.5254,147.45436
Satellite 729,2365.3184,1063.0298,-6511.5796,2393.8777,1088.7006,-6510.0283,38.43215
Satellite 730,-5009.1484,1823.8324,-3742.0679,-4930.8516,1892.3367,-3814.2854,126.64362
Satellite 731,3901.2986,5626.3394,324.94568,4005.4895,5620.32,314.28476,104.90775
Satellite 732,2987.1345,-10712.374,5630.98,2949.5767,-11229.419,5568.113,522.20526
Satellite 733,-1287.2097,368.55927,-7468.683,-1305.3998,358.00403,-7374.0063,96.98443
Satellite 734,-4873.4365,-293.2935,-5261.0347,-4820.677,-302.8023,-5207.3813,75.84649
Satellite 735,5701.2856,3792.724,-354.47217,5642.7627,3783.246,-384.0999,66.27648
Satellite 736,1067.5577,150.25832,-7086.411,1056.2996,142.60658,-7053.5825,35.538902
Satellite 737,1108.1494,-6524.3003,1469.0186,1074.4532,-6653.8086,1494.1262,136.15515
Satellite 738,1154.672,6326.5527,-2372.7742,1217.3862,6276.586,-2366.8274,80.40597
Satellite 739,36216.562,-21582.78,137.83104,36143.76,-21753.793,136.1061,185.87256
Satellite 740,5011.293,-453.56537,4655.2114,5024.5986,-533.0503,4615.811,89.70666
Satellite 741,4636.461,-2735.0725,4243.0083,4697.402,-2734.4185,4267.5786,65.71091
Satellite 742,-3168.3396,-3114.4165,-5316.9746,-3184.6501,-3071.6887,-5358.8374,62.001537
Satellite 743,-3259.034,5704.9033,1971.6542,-3240.482,5648.5103,2083.1465,126.31267
Satellite 744,1109.8696,-7105.5503,-1064.5198,1077.2189,-7059.3623,-985.80237,96.9321
Satellite 745,559.19183,-6840.438,996.51245,239.37724,-6807.6,1038.0837,324.17258
Satellite 746,-3043.1555,-3308.224,5249.051,-2993.7065,-3300.214,5193.5757,74.74522
Satellite 747,-4261.389,-2560.1694,4501.8203,-4215.6094,-2568.6506,4455.4,65.746284
Satellite 748,-41216.582,8959.466,194.10675,-41106.49,8868.57,237.72786,149.28305
Satellite 749,370.0216,6712.2466,1621.5742,178.82216,6790.297,1641.6268,207.4878
Satellite 750,218.29137,6200.312,-3070.4326,178.82216,6210.726,-3044.531,48.34423
Satellite 751,-4307.5054,-5201.295,1610.1664,-4248.439,-5181.4077,1683.062,95.9068
Satellite 752,-1806.0148,-6054.3345,2715.4746,-1865.0162,-6025.7734,2690.1592,70.26932
Satellite 753,2724.1924,-21565.037,-17502.322,2863.8264,-21767.12,-17244.115,356.37857
Satellite 754,-5348.737,-41813.277,-46.276146,-5370.951,-41827.574,-22.025728,35.8603
Satellite 755,-4670.1025,-2616.7168,4399.1567,-4765.931,-2568.6506,4391.3926,107.48842
Satellite 756,-481.7362,-4334.594,-5376.547,-548.6836,-4482.045,-5393.104,162.78143
Satellite 757,5687.4683,3808.3972,-402.54556,5642.7627,3832.0864,-384.0999,53.851727
Satellite 758,4218.8877,3712.6917,4031.864,4253.1763,3777.0107,4025.269,73.18569
Satellite 759,-2229.0547,5870.7236,4277.862,-2030.0115,5825.97,4294.721,204.70786
Satellite 760,2076.2195,-6323.973,3663.7917,1931.9731,-6175.7656,3674.9272,207.11464
Satellite 761,3386.633,4358.5874,4051.932,3326.4504,4339.0483,4043.6594,63.813446
Satellite 762,1078.6213,-5650.441,-3674.3027,1068.8866,-5667.3726,-3648.786,32.133396
Satellite 763,4768.3257,-833.41406,-4856.117,4774.4873,-868.70026,-4835.0376,41.562366
Satellite 764,-3785.1316,5553.133,-1205.2202,-3817.9395,5515.91,-1168.5323,61.708035
Satellite 765,-2761.812,4046.3835,-5786.742,-2790.3213,4138.002,-5705.5854,125.670715
Satellite 766,-265.06323,-2767.0913,-6307.2954,-478.3718,-2752.4648,-6271.9995,216.7032
Satellite 767,-2492.6372,1223.18,6361.1,-2438.5137,1181.8027,6430.3203,97.123
Satellite 768,-1958.048,-2459.766,6208.789,-1962.55,-2446.6086,6192.542,21.385859
Satellite 769,-1007.41626,4399.942,4704.3726,-705.5049,4462.2793,4690.2354,308.60376
Satellite 770,3191.2495,-5944.583,1092.0612,3280.6501,-5999.076,977.7826,154.98894
Satellite 771,-5236.3857,1306.2448,-4335.7236,-5101.889,1185.1093,-4338.784,181.03177
Satellite 772,-2049.7703,5915.481,-2991.5796,-2063.729,5912.125,-3039.7922,50.304752
Satellite 773,-4108.313,-819.48535,-5514.2207,-4150.878,-716.0992,-5487.94,114.852745
Satellite 774,3311.1343,-3048.6436,5245.013,3381.6145,-2998.0747,5193.5757,100.84883
Satellite 775,-281.70236,-2244.6123,-6522.401,-478.3718,-2290.857,-6510.0283,202.41174
Satellite 776,-22.031998,4154.0767,5521.143,170.43083,4177.173,5540.823,194.84015
Satellite 777,-1175.9543,-6752.604,-46.026756,-1153.206,-6716.408,11.703541,71.835976
Satellite 778,-3424.8574,5626.3555,3038.9004,-3431.7314,5630.1426,3058.7324,21.328474
Satellite 779,-4386.8994,3477.2048,-3892.0413,-4432.2466,3461.8003,-3823.6062,83.52857
Satellite 780,4435.578,-1921.1661,4939.2554,4312.9907,-1874.0006,4981.4297,137.95264
Satellite 781,-20041.248,36764.82,1426.0552,-20010.258,36692.895,1460.3967,85.5164
Satellite 782,6537.336,637.70355,-2181.9583,6517.6416,669.4561,-2077.1997,111.222496
Satellite 783,-5804.572,844.04,3536.114,-5704.7163,886.5539,3455.9597,134.91945
Satellite 784,-5265.126,9.099119,4376.8276,-5327.4326,20.082945,4413.45,73.102486
Satellite 785,5852.035,-1171.2764,-3132.9387,5841.437,-1122.6267,-3056.2864,91.404
Satellite 786,3420.0435,2906.4817,-5576.2803,3341.4734,2902.3486,-5501.018,108.87946
Satellite 787,-4707.9023,-3023.1182,-4134.143,-4753.344,-2939.3591,-4180.6895,106.05238
Satellite 788,-3892.7605,5713.305,544.9848,-3864.7488,5671.6387,490.03592,74.432076
Satellite 789,193.12799,-4152.8496,-5406.1826,248.01404,-4227.491,-5399.171,92.913994
Satellite 790,-12170.562,-14230.727,18347.059,-11988.61,-14589.999,18327.02,403.21768
Satellite 791,-490.3464,6196.5254,-2801.3103,-497.62988,6199.5293,-2804.5825,8.531114
Satellite 792,-4583.3906,-3791.3228,3335.0515,-4466.7627,-3743.9172,3372.5615,131.36345
Satellite 793,2816.8945,5837.413,-2096.9202,2866.1685,5865.4663,-2077.1997,60.031654
Satellite 794,3632.0,-2025.5342,5520.8687,3621.9302,-1988.1868,5540.823,43.52489
Satellite 795,-2520.937,-960.8583,-6637.3525,-2480.3035,-946.26056,-6666.449,52.065296
Satellite 796,118057.555,455.50095,59850.516,117662.78,398.68192,59788.438,403.64362
Satellite 797,667.5007,6564.3076,-2198.1604,797.5475,6667.2,-2237.0833,170.3351
Satellite 798,3883.5051,4936.8643,-2792.9243,4011.7263,4875.1606,-2782.4553,142.6801
Satellite 799,-4414.9893,-4063.3552,-3005.7734,-4410.249,-4035.6472,-3039.7922,44.130287
Satellite 800,-5546.8823,3727.6309,1031.5874,-5547.4707,3727.1003,1033.345,1.9278706
Satellite 801,3177.056,6164.511,-628.34344,3274.2388,6162.1035,-531.2218,137.41513
Satellite 802,-3982.9377,-3009.5017,-4798.3247,-3822.4517,-2995.4478,-4796.469,161.11096
Satellite 803,-6282.415,1468.1719,1749.484,-6278.8164,1458.0775,1760.3552,15.265307
Satellite 804,4649.542,-2480.5618,4166.4834,4697.402,-2496.6643,4267.5786,113.00487
Satellite 805,-4109.603,5517.43,1040.1729,-4167.046,5515.91,969.9611,90.72861
Satellite 806,-463.37784,-1391.9504,6670.2544,-480.0831,-1456.6794,6629.053,78.526726
Satellite 807,-4635.6304,-2748.5906,4355.912,-4765.931,-2752.4648,4389.2344,134.5499
Satellite 808,3010.1223,5476.832,-2387.441,2922.5425,5518.1797,-2356.5122,101.66829
Satellite 809,-3184.6714,-6101.83,1960.3229,-3193.6265,-5995.5654,1911.2706,117.38182
Satellite 810,-544.23535,4810.928,-4613.461,-501.3773,4803.2754,-4584.0566,52.53563
Satellite 811,-403.5519,-4991.8457,4621.836,-472.1399,-4995.761,4615.811,68.96334
Satellite 812,-4265.8735,-4085.7024,-3658.843,-4221.787,-4016.5122,-3687.2559,86.822716
Satellite 813,693.92926,-5138.0684,4569.372,843.0796,-5246.84,4621.5127,191.82205
Satellite 814,261879.88,518783.78,343180.03,260326.73,517937.66,341719.62,2293.6782
Satellite 815,-143064.3,-70047.016,-22987.482,-142776.38,-69580.945,-22809.762,575.93854
Satellite 816,-5076.9556,-2960.6782,-3686.4756,-5062.694,-2991.9077,-3679.859,34.963676
Satellite 817,-289.1434,4771.258,-4875.9253,-491.39307,4751.622,-4871.0835,203.25829
Satellite 818,3873.7898,-1672.673,-5406.6665,3774.081,-1690.7675,-5384.5273,103.72746
Satellite 819,2622.027,6336.129,582.4375,2469.7705,6273.141,613.4227,167.65923
Satellite 820,-4268.274,691.38385,-5406.9434,-4227.7417,656.9799,-5393.104,54.93651
Satellite 821,2279.3555,-6771.44,2589.1738,2366.8435,-6732.832,2620.6882,100.687065
Satellite 822,1647.6969,-5668.0703,3634.9736,1793.877,-5641.6895,3732.1995,177.53146
Satellite 823,2062.5024,2891.7595,-5908.347,1917.558,2899.042,-5937.3877,148.00433
Satellite 824,4445.367,4767.0444,-2329.245,4421.5073,4797.0396,-2356.5122,47.03716
Satellite 825,-2334.6484,5259.745,3497.2798,-2472.2312,5266.4824,3455.9597,143.81152
Satellite 826,4101.285,5441.1865,-381.73743,3996.7034,5487.32,-340.53632,121.50376
Satellite 827,-286.36188,4529.963,-5236.1187,-491.39307,4537.2456,-5229.509,205.26695
Satellite 828,-2421.047,-1075.346,-6476.414,-2417.9133,-1020.8827,-6470.139,54.913036
Satellite 829,-2478.355,-6172.599,1044.1072,-2433.8687,-6205.1,969.9611,92.37415
Satellite 830,2404.67,-4402.5034,4671.1636,2393.8777,-4380.9575,4679.2007,25.402622
Satellite 831,-5103.833,3840.732,-2662.3108,-5101.889,3793.806,-2658.5427,47.11718
Satellite 832,42141.773,-1063.8728,982.1991,42007.746,-1042.7122,944.0534,140.9475
Satellite 833,4581.386,122.46487,5216.77,4639.61,86.9115,5152.5493,93.69276
Satellite 834,-2754.124,5340.455,-2993.6309,-2836.1711,5366.2856,-2996.0708,86.051735
Satellite 835,-5535.684,-3879.348,-995.75,-5536.5596,-3905.507,-982.1253,29.50765
Satellite 836,-2709.7358,-3225.408,-5479.0254,-2836.1711,-3246.1423,-5459.3335,129.6286
Satellite 837,-3236.322,3384.6218,-5107.41,-3201.701,3461.8003,-5217.6,138.9135
Satellite 838,-2771.1924,6350.517,-359.15952,-2842.408,6444.3936,-314.62854,125.966095
Satellite 839,-779.97473,-637.15015,-6787.0503,-698.949,-670.88763,-6799.77,88.68587
Satellite 840,655.35614,-5048.5356,4701.5996,807.6083,-4986.039,4703.3667,164.58936
Satellite 841,-2978.3523,-5094.21,-3570.0432,-3005.3982,-5082.4517,-3615.0564,53.813797
Satellite 842,-5507.4565,-1657.8322,-3680.8284,-5513.1934,-1714.2374,-3682.517,56.721405
Satellite 843,-4722.0312,2067.3433,4654.5557,-4765.931,2108.5068,4623.4004,67.76645
Satellite 844,-5931.6787,-3190.09,1378.7882,-5950.6504,-3242.6023,1424.2301,71.989044
Satellite 845,-1700.0117,-5392.3687,-3939.3618,-1906.3132,-5378.9966,-3931.5571,206.88171
Satellite 846,-4487.6255,-2572.502,-4627.1006,-4479.3496,-2568.6506,-4606.184,22.821545
Satellite 847,2940.9448,-5642.2725,-2737.6453,2949.5767,-5641.6895,-2728.0137,12.946662
Satellite 848,4212.7437,-3976.2688,-3647.0137,4309.378,-4010.2769,-3682.517,108.42152
Satellite 849,3245.8167,-5189.5,-3065.769,3280.4756,-5208.9062,-3022.557,58.695274
Satellite 850,1013.85864,5763.8667,3686.7253,1008.33167,5685.165,3735.9802,93.00829
Satellite 851,4895.243,-3007.4744,3856.544,4799.3247,-2896.039,3845.792,147.42381
Satellite 852,4428.497,4333.3096,-3080.8284,4454.462,4261.598,-3034.1592,89.41317
Satellite 853,-4054.4678,-5525.623,385.0904,-4130.2773,-5408.29,383.75613,139.69934
Satellite 854,1812.4205,-3775.6096,5497.064,1800.3112,-3772.3257,5433.0024,65.27863
Satellite 855,-6555.417,-1184.8635,1448.9287,-6535.643,-1131.114,1494.1262,72.95775
Satellite 856,-130680.45,55755.395,107584.02,-130461.74,55573.098,106965.55,680.867
Satellite 857,-3841.8298,5839.6084,-364.07648,-3830.9607,5825.97,-351.509,21.496038
Satellite 858,6193.349,341.0337,3056.41,6138.837,209.43506,3050.911,142.54831
Satellite 859,-4544.884,-4107.8467,3135.7383,-4487.3633,-4016.5122,3106.0344,111.9505
Satellite 860,-7543.159,-308.72287,729.4319,-7569.911,-239.5822,770.90466,84.94757
Satellite 861,4933.2773,4181.4473,2485.2466,4961.0127,4220.8086,2457.345,55.65127
